,Unnamed: 0,나이,성별,최종접속일,유입경로,유입기기,회원 가입일,사업자구분,회원구분,주문자ID,Recency,Recency_int,Frequency,Monetary,Total,Rank
193,193,47,남자,2017-06-19 오후 10:01,블로그광고,PC,2017-06-19,개인,일반,193V00A1,28 days,28,21,1327450,663737.6,B
194,194,50,여자,2017-06-19 오전 10:59,블로그광고,PC,2017-06-19,개인,사업자,194V00A1,166 days,166,1,78870,39485.0,D
195,195,44,남자,2017-06-20 오후 2:12,블로그광고,PC,2017-06-20,개인,사업자,195V00A1,84 days,84,58,3215400,1607736.8,A
196,196,43,남자,2017-06-20 오후 6:38,SNS광고,모바일,2017-06-20,개인,사업자,196V00A1,21 days,21,70,4742770,2371405.3,A
197,197,50,남자,2017-06-20 오후 8:36,블로그광고,PC,2017-06-20,개인,일반,197V00A1,35 days,35,84,6448760,3224407.3,A
198,198,47,여자,2017-06-21 오후 2:32,블로그광고,PC,2017-06-21,개인,일반,198V00A1,40 days,40,87,5119190,2559624.4,A
199,199,27,남자,2019-04-29 오후 6:13,카카오톡광고,모바일,2017-06-21,개인,사업자,199V00A1,115 days,115,10,444070,222071.5,B
200,200,37,여자,2017-08-10 오후 3:56,SNS광고,모바일,2017-06-21,사업자,사업자,200V00A1,68 days,68,28,1154740,577396.0,B
201,201,47,남자,2017-06-22 오전 10:59,블로그광고,PC,2017-06-22,개인,일반,201V00A1,22 days,22,64,4724560,2362299.4,A
202,202,47,여자,2017-06-24 오후 4:49,SNS광고,모바일,2017-06-24,개인,일반,202V00A1,39 days,39,35,1895230,947633.7,A
203,203,46,여자,2017-07-04 오후 8:42,SNS광고,모바일,2017-06-24,사업자,사업자,203V00A1,166 days,166,10,376410,188256.8,C
204,204,59,여자,2018-05-03 오후 5:09,인터넷기사광고,모바일,2017-06-24,사업자,사업자,204V00A1,21 days,21,30,1844520,922272.3,A
205,205,43,남자,2018-03-13 오후 12:12,SNS광고,모바일,2017-06-24,사업자,사업자,205V00A1,20 days,20,54,4683050,2341541.8,A
206,206,56,남자,2017-06-25 오전 11:16,블로그광고,PC,2017-06-25,개인,일반,206V00A1,28 days,28,42,2038250,1019141.8,A
207,207,47,여자,2017-06-26 오후 3:48,블로그광고,PC,2017-06-26,개인,일반,207V00A1,22 days,22,60,3245160,1622598.6,A
208,208,44,남자,2018-06-09 오후 11:53,블로그광고,PC,2017-06-27,개인,사업자,208V00A1,112 days,112,5,446460,223264.6,B
209,209,34,남자,2019-05-02 오후 1:37,이메일광고,PC,2017-06-27,사업자,사업자,209V00A1,166 days,166,1,114950,57525.0,D
210,210,44,남자,2017-06-28 오전 7:16,블로그광고,PC,2017-06-28,개인,사업자,210V00A1,166 days,166,11,536370,268237.0,B
211,211,40,남자,2018-04-13 오전 10:13,인터넷기사광고,PC,2017-06-30,개인,사업자,211V00A1,50 days,50,6,305260,152646.2,C
212,212,68,남자,2018-03-20 오전 11:38,인터넷기사광고,PC,2017-06-30,사업자,사업자,212V00A1,29 days,29,56,3864220,1932129.9,A
213,213,47,여자,2017-07-01 오후 10:19,블로그광고,PC,2017-07-01,개인,일반,213V00A1,29 days,29,21,1508520,754272.9,A
214,214,46,남자,2017-07-02 오전 1:49,블로그광고,PC,2017-07-02,사업자,사업자,214V00A1,75 days,75,32,1678310,839183.9,A
215,215,37,여자,2017-07-02 오전 9:17,SNS광고,모바일,2017-07-02,사업자,사업자,215V00A1,37 days,37,76,5320550,2660301.3,A
216,216,47,여자,2017-07-04 오후 5:39,SNS광고,모바일,2017-07-04,개인,일반,216V00A1,166 days,166,11,548680,274392.0,B
217,217,41,여자,2017-07-04 오후 7:37,SNS광고,모바일,2017-07-04,개인,일반,217V00A1,166 days,166,3,240400,120250.4,C
218,218,39,남자,2018-09-18 오전 11:27,인터넷기사광고,PC,2017-07-05,사업자,사업자,218V00A1,156 days,156,5,311010,155552.8,C
219,219,44,남자,2017-07-06 오후 6:42,SNS광고,모바일,2017-07-06,개인,사업자,219V00A1,166 days,166,1,56760,28430.0,D
220,220,22,여자,2019-04-22 오후 9:05,카카오톡광고,모바일,2017-07-06,사업자,사업자,220V00A1,37 days,37,40,1702720,851379.1,A
221,221,47,여자,2017-07-07 오전 11:35,블로그광고,PC,2017-07-07,개인,일반,221V00A1,50 days,50,9,461710,230871.8,B
222,222,52,남자,2019-01-04 오후 12:36,블로그광고,PC,2017-07-08,개인,사업자,222V00A1,35 days,35,36,1592570,796302.7,A
223,223,54,남자,2017-07-09 오전 6:58,블로그광고,PC,2017-07-09,사업자,사업자,223V00A1,19 days,19,172,16985170,8492625.1,A
224,224,44,남자,2017-10-16 오후 11:48,블로그광고,PC,2017-07-10,사업자,사업자,224V00A1,75 days,75,11,1122350,561199.7,B
225,225,46,여자,2017-07-10 오전 2:46,SNS광고,모바일,2017-07-10,사업자,사업자,225V00A1,25 days,25,56,6060300,3030168.7,A
226,226,49,남자,2017-11-23 오후 3:56,블로그광고,PC,2017-07-13,사업자,사업자,226V00A1,37 days,37,33,3215310,1607672.7,A
227,227,55,남자,2019-05-01 오후 8:44,블로그광고,모바일,2017-07-13,사업자,사업자,227V00A1,33 days,33,43,2793250,1396643.5,A
228,228,43,여자,2017-07-18 오전 8:12,SNS광고,모바일,2017-07-17,사업자,사업자,228V00A1,28 days,28,28,1855600,927814.0,A
229,229,55,남자,2019-05-31 오전 7:38,블로그광고,PC,2017-07-17,사업자,사업자,229V00A1,58 days,58,6,264720,132378.6,C
230,230,41,남자,2018-02-01 오후 1:18,SNS광고,모바일,2017-07-17,사업자,사업자,230V00A1,166 days,166,2,147850,73975.2,D
231,231,48,남자,2017-07-18 오후 3:29,블로그광고,모바일,2017-07-18,사업자,사업자,231V00A1,21 days,21,126,7215080,3607571.5,A
232,232,47,남자,2018-07-23 오후 4:51,블로그광고,PC,2017-07-18,개인,일반,232V00A1,33 days,33,72,3920550,1960299.3,A
233,233,36,남자,2017-09-13 오후 5:58,이메일광고,PC,2017-07-18,사업자,사업자,233V00A1,21 days,21,105,6016980,3008517.3,A
234,234,50,여자,,블로그광고,PC,2017-07-20,개인,일반,234V00A1,166 days,166,2,147850,73975.2,D
235,235,47,여자,2017-07-25 오전 9:44,SNS광고,모바일,2017-07-20,개인,일반,235V00A1,23 days,23,73,3840090,1920066.5,A
236,236,45,남자,2017-10-11 오전 6:37,SNS광고,모바일,2017-07-21,사업자,사업자,236V00A1,166 days,166,1,76400,38250.0,D
237,237,49,여자,2017-07-23 오전 8:06,블로그광고,PC,2017-07-23,사업자,사업자,237V00A1,21 days,21,119,8524000,4262030.1,A
238,238,47,여자,2019-05-31 오후 6:08,SNS광고,모바일,2017-07-23,사업자,사업자,238V00A1,91 days,91,3,190940,95497.9,D
239,239,44,남자,2017-07-24 오후 12:14,블로그광고,PC,2017-07-24,개인,사업자,239V00A1,27 days,27,34,2359550,1179789.9,A
240,240,60,여자,,인터넷기사광고,모바일,2017-07-24,개인,일반,240V00A1,91 days,91,15,889590,444825.3,B
241,241,46,남자,,SNS광고,모바일,2017-07-25,사업자,사업자,241V00A1,26 days,26,70,4407870,2203956.8,A
242,242,41,여자,2018-03-27 오후 12:11,인터넷기사광고,PC,2017-07-25,사업자,사업자,242V00A1,166 days,166,1,51810,25955.0,D
243,243,25,여자,2017-07-26 오후 4:38,이메일광고,PC,2017-07-26,사업자,사업자,243V00A1,28 days,28,25,1191840,595933.4,B
244,244,31,여자,2017-07-26 오후 2:56,이메일광고,PC,2017-07-26,사업자,사업자,244V00A1,166 days,166,1,74120,37110.0,D
245,245,47,여자,2017-07-29 오후 8:11,블로그광고,PC,2017-07-29,개인,일반,245V00A1,166 days,166,1,110880,55490.0,D
246,246,23,여자,2018-07-15 오후 1:40,이메일광고,PC,2017-07-29,사업자,사업자,246V00A1,23 days,23,25,1231050,615536.9,B
247,247,58,남자,,인터넷기사광고,모바일,2017-07-29,사업자,사업자,247V00A1,42 days,42,4,293350,146688.4,C
248,248,47,여자,2017-07-30 오후 4:29,블로그광고,PC,2017-07-30,개인,일반,248V00A1,166 days,166,2,172760,86430.2,D
249,249,56,여자,2017-07-31 오후 4:24,블로그광고,PC,2017-07-31,사업자,사업자,249V00A1,132 days,132,9,670560,335321.4,B
250,250,25,여자,2017-08-01 오전 7:24,카카오톡광고,모바일,2017-07-31,개인,일반,250V00A1,166 days,166,11,530400,265252.0,B
251,251,32,남자,2019-01-15 오전 11:04,카카오톡광고,모바일,2017-08-02,사업자,사업자,251V00A1,34 days,34,28,3417080,1708555.8,A
252,252,39,여자,2017-11-27 오후 2:52,SNS광고,모바일,2017-08-02,사업자,사업자,252V00A1,43 days,43,13,678390,339210.5,B
253,253,47,여자,2017-08-03 오후 3:03,SNS광고,모바일,2017-08-03,개인,일반,253V00A1,26 days,26,59,4093390,2046714.6,A
254,254,46,남자,2017-08-08 오후 4:12,SNS광고,모바일,2017-08-03,개인,사업자,254V00A1,33 days,33,34,3266270,1633151.7,A
255,255,44,남자,2019-05-22 오전 11:11,블로그광고,PC,2017-08-03,사업자,사업자,255V00A1,37 days,37,3,266670,133346.7,C
256,256,53,남자,2017-08-04 오전 12:27,블로그광고,모바일,2017-08-04,개인,사업자,256V00A1,19 days,19,58,3872500,1936267.3,A
257,257,55,여자,,블로그광고,모바일,2017-08-04,개인,일반,257V00A1,23 days,23,20,1872320,936170.9,A
258,258,44,남자,2017-08-07 오후 12:24,블로그광고,PC,2017-08-07,사업자,사업자,258V00A1,57 days,57,18,962940,481490.7,B
259,259,47,여자,2017-08-08 오전 4:02,SNS광고,모바일,2017-08-08,개인,일반,259V00A1,57 days,57,59,4132000,2066028.9,A
260,260,39,여자,2019-01-29 오전 12:29,인터넷기사광고,PC,2017-08-08,개인,사업자,260V00A1,38 days,38,20,1091060,545545.4,B
261,261,47,여자,2017-08-09 오전 3:30,SNS광고,모바일,2017-08-09,개인,일반,261V00A1,23 days,23,54,2828300,1414167.7,A
262,262,56,여자,2019-05-29 오후 12:26,블로그광고,PC,2017-08-09,사업자,사업자,262V00A1,29 days,29,16,1206230,603126.9,B
263,263,44,여자,2018-02-03 오후 5:58,SNS광고,모바일,2017-08-10,사업자,사업자,263V00A1,21 days,21,67,4792030,2396034.7,A
264,264,47,여자,2017-08-11 오전 10:40,블로그광고,PC,2017-08-11,개인,일반,264V00A1,33 days,33,3,153760,76890.5,D
265,265,47,남자,2017-08-14 오전 11:00,SNS광고,모바일,2017-08-14,개인,일반,265V00A1,30 days,30,26,1527770,763899.2,A
266,266,29,여자,2019-05-29 오후 4:18,이메일광고,PC,2017-08-15,개인,사업자,266V00A1,22 days,22,118,9174540,4587300.2,A
267,267,44,남자,2017-08-16 오후 7:05,SNS광고,모바일,2017-08-16,개인,사업자,267V00A1,30 days,30,57,8630710,4315375.4,A
268,268,52,남자,2018-01-13 오후 2:17,블로그광고,PC,2017-08-16,사업자,사업자(수신거부),268V00A1,20 days,20,50,2810940,1405486.0,A
269,269,43,여자,2017-08-22 오후 6:34,블로그광고,PC,2017-08-22,개인,사업자,269V00A1,164 days,164,12,782890,391496.6,B
270,270,49,여자,2017-08-22 오후 10:45,블로그광고,모바일,2017-08-22,사업자,사업자,270V00A1,106 days,106,26,1564280,782177.0,A
271,271,35,여자,2019-05-29 오전 8:51,이메일광고,PC,2017-08-24,사업자,사업자,271V00A1,30 days,30,34,1683040,841535.8,A
272,272,47,남자,2018-02-05 오후 4:45,블로그광고,PC,2017-08-24,개인,사업자,272V00A1,35 days,35,40,2075510,1037773.5,A
273,273,49,남자,2018-04-02 오후 12:54,블로그광고,모바일,2017-08-25,개인,사업자,273V00A1,26 days,26,30,2094690,1047358.8,A
274,274,46,여자,2017-09-12 오후 4:09,SNS광고,모바일,2017-08-27,사업자,사업자,274V00A1,29 days,29,17,1241640,620832.1,B
275,275,47,여자,2017-08-29 오전 5:39,블로그광고,PC,2017-08-29,개인,일반,275V00A1,164 days,164,3,117480,58789.8,D
276,276,35,남자,2019-05-16 오전 11:18,카카오톡광고,모바일,2017-08-29,사업자,사업자,276V00A1,89 days,89,2,101420,50737.1,D
277,277,49,남자,2017-08-29 오후 7:01,블로그광고,모바일,2017-08-29,개인,사업자,277V00A1,164 days,164,3,124080,62089.8,D
278,278,47,여자,2017-08-29 오후 6:08,SNS광고,모바일,2017-08-29,개인,일반,278V00A1,64 days,64,18,1150840,575442.8,B
279,279,36,남자,2017-08-31 오전 10:38,이메일광고,PC,2017-08-31,개인,사업자,279V00A1,44 days,44,11,1106940,553485.4,B
280,280,54,남자,2018-11-07 오후 5:57,블로그광고,PC,2017-08-31,사업자,사업자,280V00A1,116 days,116,3,246510,123290.4,C
281,281,48,남자,2019-04-09 오후 1:46,블로그광고,PC,2017-09-02,사업자,사업자,281V00A1,63 days,63,7,389140,194590.3,C
282,282,33,여자,,카카오톡광고,모바일,2017-09-03,개인,일반,282V00A1,19 days,19,34,2775890,1387957.5,A
283,283,31,남자,2019-05-27 오후 9:28,이메일광고,PC,2017-09-04,사업자,사업자,283V00A1,37 days,37,23,1542520,771275.7,A
284,284,35,남자,2019-05-14 오후 2:46,이메일광고,PC,2017-09-04,사업자,사업자,284V00A1,30 days,30,20,1779050,889538.0,A
285,285,30,여자,2017-09-05 오후 2:00,카카오톡광고,모바일,2017-09-05,개인,사업자,285V00A1,19 days,19,25,2782220,1391120.7,A
286,286,47,여자,2017-09-05 오후 2:40,블로그광고,PC,2017-09-05,개인,일반,286V00A1,30 days,30,22,1876180,938103.4,A
287,287,51,여자,2018-04-11 오전 11:05,블로그광고,PC,2017-09-06,개인,사업자,287V00A1,163 days,163,7,465970,233035.3,B
288,288,44,남자,2017-09-06 오후 1:53,블로그광고,PC,2017-09-06,사업자,사업자,288V00A1,23 days,23,40,2484590,1242309.9,A
289,289,58,남자,2017-12-21 오전 11:39,인터넷기사광고,PC,2017-09-06,사업자,사업자,289V00A1,75 days,75,39,2893140,1446600.3,A
290,290,49,남자,2017-09-07 오후 12:51,블로그광고,PC,2017-09-07,개인,사업자,290V00A1,19 days,19,18,1009060,504539.3,B
291,291,46,여자,2017-09-08 오후 12:43,블로그광고,PC,2017-09-08,개인,사업자,291V00A1,40 days,40,10,663540,331784.0,B
292,292,44,남자,2017-10-25 오전 9:31,SNS광고,모바일,2017-09-08,사업자,사업자,292V00A1,48 days,48,23,1221070,610554.0,B
293,293,46,여자,,SNS광고,모바일,2017-09-09,개인,사업자,293V00A1,118 days,118,16,999430,499753.6,B
294,294,46,여자,2017-09-10 오후 4:31,SNS광고,모바일,2017-09-10,사업자,사업자,294V00A1,19 days,19,126,8254440,4127250.9,A
295,295,46,여자,2017-09-13 오후 8:31,블로그광고,PC,2017-09-13,개인,사업자,295V00A1,20 days,20,35,1856600,928313.0,A
296,296,43,여자,2017-12-12 오전 7:20,블로그광고,PC,2017-09-14,사업자,사업자,296V00A1,22 days,22,79,6312730,3156387.4,A
297,297,44,남자,2017-09-14 오후 7:48,SNS광고,모바일,2017-09-14,사업자,사업자,297V00A1,27 days,27,39,2044640,1022335.9,A
298,298,40,여자,2019-03-11 오후 6:24,SNS광고,모바일,2017-09-15,사업자,사업자,298V00A1,34 days,34,30,5273000,2636516.2,A
299,299,60,여자,2019-01-04 오후 5:48,인터넷기사광고,PC,2017-09-18,개인,사업자,299V00A1,163 days,163,2,80670,40384.3,D
300,300,46,여자,,블로그광고,PC,2017-09-19,사업자,사업자,300V00A1,163 days,163,3,258060,129079.5,C
301,301,63,남자,2017-09-25 오후 3:18,인터넷기사광고,모바일,2017-09-19,사업자,사업자,301V00A1,33 days,33,39,1519410,759722.7,A
302,302,44,남자,2017-09-21 오후 6:19,SNS광고,모바일,2017-09-19,사업자,사업자,302V00A1,163 days,163,6,370840,185470.1,C
303,303,44,남자,2017-09-20 오후 7:42,블로그광고,PC,2017-09-20,사업자,사업자,303V00A1,163 days,163,5,393050,196574.9,C
304,304,41,남자,2017-12-22 오전 10:11,인터넷기사광고,PC,2017-09-20,사업자,사업자,304V00A1,23 days,23,16,1180110,590065.1,B
305,305,43,여자,2017-09-20 오후 5:07,블로그광고,PC,2017-09-20,사업자,사업자,305V00A1,23 days,23,14,1325840,662929.7,B
306,306,43,남자,2017-09-22 오후 1:32,블로그광고,PC,2017-09-22,개인,사업자,306V00A1,95 days,95,8,994280,497170.1,B
307,307,31,여자,2019-02-17 오후 5:00,이메일광고,PC,2017-09-25,사업자,사업자,307V00A1,50 days,50,44,2197350,1098698.8,A
308,308,43,여자,2017-09-25 오후 1:37,블로그광고,PC,2017-09-25,사업자,사업자,308V00A1,21 days,21,6,356920,178467.5,C
309,309,46,여자,2017-09-25 오후 3:56,블로그광고,PC,2017-09-25,개인,사업자,309V00A1,42 days,42,35,1521750,760894.6,A
310,310,57,남자,2018-06-27 오전 2:24,인터넷기사광고,PC,2017-09-27,사업자,사업자,310V00A1,30 days,30,56,3043770,1521905.2,A
311,311,46,여자,2017-09-27 오후 6:01,블로그광고,PC,2017-09-27,개인,사업자,311V00A1,40 days,40,19,886800,443415.8,B
312,312,29,여자,2018-05-07 오후 8:20,이메일광고,PC,2017-09-28,개인,일반,312V00A1,43 days,43,24,1355310,677672.7,B
313,313,47,여자,2017-10-25 오후 2:23,블로그광고,PC,2017-09-28,개인,일반,313V00A1,163 days,163,1,60280,30189.1,D
314,314,25,여자,,이메일광고,PC,2017-10-03,개인,사업자,314V00A1,83 days,83,22,1369160,684609.3,B
315,315,27,여자,2019-05-23 오후 3:10,이메일광고,PC,2017-10-03,사업자,사업자,315V00A1,61 days,61,19,2450520,1225282.1,A
316,316,44,남자,2017-10-07 오후 12:29,SNS광고,모바일,2017-10-07,개인,사업자,316V00A1,27 days,27,15,1735020,867521.1,A
317,317,33,남자,2019-05-27 오후 2:49,이메일광고,PC,2017-10-09,사업자,사업자,317V00A1,41 days,41,37,1744970,872504.7,A
318,318,40,남자,2018-04-04 오후 12:21,SNS광고,모바일,2017-10-10,사업자,사업자,318V00A1,163 days,163,2,147850,73974.3,D
319,319,52,남자,2017-10-25 오후 10:49,블로그광고,모바일,2017-10-10,사업자,사업자,319V00A1,22 days,22,39,2438500,1219264.4,A
320,320,52,여자,2017-12-03 오후 10:36,블로그광고,PC,2017-10-11,사업자,사업자,320V00A1,50 days,50,15,665560,332798.0,B
321,321,44,남자,2017-10-12 오후 4:28,블로그광고,PC,2017-10-11,개인,사업자,321V00A1,112 days,112,15,1043700,521886.6,B
322,322,31,여자,2018-07-10 오전 10:10,카카오톡광고,모바일,2017-10-11,사업자,사업자,322V00A1,28 days,28,20,1791470,895747.4,A
323,323,42,남자,2018-03-13 오후 5:16,블로그광고,PC,2017-10-12,개인,사업자,323V00A1,28 days,28,28,1570680,785354.0,A
324,324,42,남자,2018-08-21 오후 1:41,블로그광고,PC,2017-10-14,사업자,사업자,324V00A1,28 days,28,19,1906350,953187.2,A
325,325,40,남자,2019-05-22 오후 12:00,인터넷기사광고,PC,2017-10-15,사업자,사업자,325V00A1,22 days,22,7,421290,210653.0,C
326,326,46,여자,2017-11-27 오후 3:31,블로그광고,PC,2017-10-17,사업자,사업자,326V00A1,21 days,21,18,1034520,517269.9,B
327,327,54,여자,2017-10-17 오후 11:19,블로그광고,PC,2017-10-17,개인,일반,327V00A1,163 days,163,1,133320,66709.1,D
328,328,61,남자,2017-10-18 오전 11:01,인터넷기사광고,PC,2017-10-18,사업자,사업자,328V00A1,163 days,163,1,78870,39484.1,D
329,329,55,남자,2017-10-18 오후 12:21,블로그광고,PC,2017-10-18,사업자,사업자,329V00A1,100 days,100,135,5653790,2826952.0,A
330,330,47,남자,2017-10-20 오후 2:03,블로그광고,PC,2017-10-20,개인,사업자,330V00A1,163 days,163,1,76400,38249.1,D
331,331,48,남자,2017-10-20 오후 2:27,블로그광고,모바일,2017-10-20,개인,일반,331V00A1,128 days,128,6,256780,128429.6,C
332,332,49,여자,2017-10-23 오후 7:14,블로그광고,모바일,2017-10-20,개인,일반,332V00A1,96 days,96,14,717320,358691.6,B
333,333,32,여자,2018-02-10 오후 2:36,카카오톡광고,모바일,2017-10-21,사업자,사업자,333V00A1,163 days,163,2,149490,74794.3,D
334,334,46,여자,2017-10-21 오후 1:22,블로그광고,PC,2017-10-21,사업자,사업자,334V00A1,53 days,53,7,604100,302067.3,B
335,335,44,남자,2017-10-23 오후 5:53,SNS광고,모바일,2017-10-23,사업자,사업자,335V00A1,77 days,77,4,119030,59538.9,D
336,336,42,남자,2018-02-26 오후 5:36,블로그광고,PC,2017-10-24,사업자,사업자,336V00A1,61 days,61,4,368300,184169.1,C
337,337,44,남자,2017-10-25 오후 6:45,기타,모바일,2017-10-25,사업자,사업자,337V00A1,43 days,43,8,494110,247069.5,B
338,338,46,여자,2018-02-05 오후 11:22,SNS광고,모바일,2017-10-25,사업자,사업자,338V00A1,163 days,163,6,270270,135185.1,C
339,339,40,남자,2019-01-28 오후 6:24,인터넷기사광고,PC,2017-10-26,사업자,사업자,339V00A1,110 days,110,2,108110,54088.4,D
340,340,32,남자,2018-08-13 오전 2:03,기타,PC,2017-10-26,사업자,사업자,340V00A1,78 days,78,21,1496570,748312.6,A
341,341,46,남자,2017-10-26 오전 9:44,SNS광고,모바일,2017-10-26,개인,사업자,341V00A1,89 days,89,2,139120,69587.1,D
342,342,42,남자,2017-11-29 오후 6:08,SNS광고,모바일,2017-10-27,개인,사업자,342V00A1,27 days,27,105,7720160,3860109.1,A
